Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2019,4,April,"1,795",0,10
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2016,6,June,"8,344",0,32
B01432,TOVAR TRANSPORTATION INC,,2018,4,April,587,0,3
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2019,12,December,591,0,13
B02912,FIRST CLASS LUXURY INC,,2016,6,June,"2,568",0,15
B02248,HYBRID LIMO EXPRESS INC.,,2020,6,June,500,0,4
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2018,10,October,339,0,2
LYFT,LYFT,LYFT,2020,6,June,"2,310,860",0,"16,422"
B02401,NORTHSIDE BK LLC,,2017,5,May,"3,368",0,105
B03093,HAMPTON'S TRANSPORTATION SERVICE INC.,,2019,8,August,21,0,5
B01340,UNICAR COMPANY INC,,2017,11,November,"21,544",0,124
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2019,1,January,883,0,3
B02138,"GUADALUPANA CAR LIMO, INC",,2017,10,October,"2,324",0,10
B00628,"CONCORD LIMOUSINE 1, LLC",,2020,1,January,"6,581",0,203
B02797,CJ LIMOUSINE LLC,,2019,10,October,452,0,18
B03030,Q-FIRST LIMOUSINE CORP.,,2019,4,April,168,0,10
B02552,INTERSTATE LUXURY LIMOUSINES INC.,,2016,4,April,"5,563",0,30
B02096,"CET GROUP, INC",,2020,10,October,145,0,29
B02021,EASYRIDE CAR SERVICE INC.,,2016,9,September,"1,867",0,9
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2020,8,August,"2,178",0,13
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2017,9,September,"3,715",0,19
B02252,ASIANA LIMOUSINE INC.,,2019,2,February,19,0,3
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2015,12,December,315,0,12
B01928,DISCOVER LIMO INC,INFINITY LIMO,2017,7,July,37,0,6
B02011,EXECUTIVE TOWN CAR & LIMO CORP.,,2018,10,October,332,0,9
B03002,"REYNO,INC.",,2019,6,June,"8,160",0,44
B02148,MAVRIK TRANS INC.,,2017,11,November,589,0,34
B00727,RECHEV OF BROOKLYN INC,,2021,5,May,"1,154",0,5
B01013,AMERICANA TRANSPORTATION LLC,,2019,10,October,"1,126",0,7
B03138,WST LIMOUSINE LLC,,2020,8,August,82,0,6
B02416,"NEW STORM CAR SERVICE, INC.",,2020,7,July,"3,580",0,8
B01346,ARECIBO C/S INC,,2021,6,June,984,0,11
B01194,440 CAR SERVICE INC.,,2016,8,August,"9,522",0,42
B02505,TRELAWNY CAR SERVICE INC,,2018,12,December,"3,649",0,20
B02546,X RADIO DISPATCHER INC.,,2017,2,February,"25,832",0,164
B03113,MIKE'S VIP TRANSPORTATION INC.,,2020,6,June,296,0,13
B00446,COMMUNICAR INCORPORATED,,2021,9,September,"1,804",0,43
B00449,A KINGS HWY C/S INC.,,2015,11,November,"5,516",0,20
B02892,SEAMAN EXPRESS CORP.,,2019,10,October,16,0,8
B00255,CAUTIOUS CARS INC.,,2016,8,August,333,0,15
B02406,MY SEDAN LLC,,2015,12,December,"1,840",0,24
B01779,APEX CAR & LIMO SVCE INC,,2015,9,September,990,0,28
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",,2019,4,April,"1,091",0,19
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2017,6,June,227,0,9
B00919,HARLEM CARS INC.,,2019,7,July,"3,638",0,23
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2019,5,May,"1,332",0,5
B02138,"GUADALUPANA CAR LIMO, INC",,2018,6,June,920,0,3
B01341,A NEW DAY RAD DISP INC,,2017,5,May,"5,808",0,35
B03239,CIBAO 2 INC.,,2021,3,March,"2,334",0,18
B00860,SEAMAN RADIO DISPATCHERS INC,,2016,11,November,"40,859",0,197
B02996,FOREVER BLUE CAR SERVICE INC.,,2020,2,February,"1,326",0,19
B03069,"HINOMARUNY INTERNATIONAL,INC",,2018,8,August,798,0,39
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2019,9,September,"1,375",0,14
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2021,5,May,928,0,7
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2016,8,August,"46,439",0,196
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2015,11,November,"3,713",0,26
B00381,BELL RADIO INC,,2021,9,September,526,0,144
B03250,SALAM CAR SERVICE INC.,,2020,6,June,897,0,9
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2015,6,June,"1,110",0,10
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2021,1,January,410,0,5
B01349,CAPRICORN LIMO SVC INC,,2021,7,July,314,0,8
B02769,MAVROS TRANSPORTATION INC,,2017,10,October,346,0,15
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2018,11,November,261,0,2
B03047,"STS LUXURY, INC",,2017,11,November,647,0,26
B00078,R & R ROAD LIMO SVCE INC,,2021,1,January,70,0,11
B00608,SUMMIT CORPORATE CAR INC.,,2018,9,September,"1,319",0,32
B02849,BROOKLYN RIDES CORP,,2016,6,June,"1,683",0,8
B00151,KINGSBAY CAR SERVICE INC,,2020,7,July,7,0,6
B01990,SUK INCORPORATED,RAINBOW LIMO,2015,5,May,"2,317",0,51
B01124,COOPERATIVA CLBNA DE CON INC,,2016,9,September,"9,396",0,64
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2017,9,September,406,0,9
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2017,12,December,"2,276",0,10
B02739,TRAXLINE CAR SERVICE INC.,,2019,7,July,513,0,7
B01236,BLS LIMO SVC OF NY INC,,2018,9,September,"3,100",0,100
B03062,BQN VOUCHER INC,,2017,10,October,25,0,3
B02249,"LA RAZA CAR SERVICE, INC.",,2019,3,March,"2,341",0,19
B02447,LUIGI MEMO INC.,VIEW,2019,1,January,22,0,12
B02167,MADISON LIMOUSINE INC,,2017,9,September,48,0,7
B00552,HINO-MARU ENTERPRISES INC.,,2018,2,February,276,0,40
LYFT,LYFT,LYFT,2020,11,November,"3,090,686",0,"34,305"
B02252,ASIANA LIMOUSINE INC.,,2018,6,June,8,0,2
B03007,THE NEW SPANISH CAR & LIMO INC,,2019,12,December,136,0,6
B02670,STRIDE TRANSPORTATION INC.,,2018,3,March,369,0,38
B00013,LOVE CORPORATE CAR INC,,2015,10,October,"9,246",0,126
B01984,NY 88 EXPRESS CORP.,,2018,2,February,"26,527",0,142
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2020,1,January,"1,082",0,32
B01340,UNICAR COMPANY INC,,2017,5,May,"14,824",0,78
B01445,J T TRANS CO INC,,2015,11,November,"4,119",0,63
B03018,AUREUS LLC,JAVA CAR & LIMOUSINE SERVICE,2021,7,July,28,0,6
B00559,7 OCEAN EXPRESS INC.,,2015,11,November,"5,288",0,36
B01721,W.K. CAR & LIMO SERVICE INC,,2017,3,March,"4,234",0,32
B02912,FIRST CLASS LUXURY INC,,2017,3,March,"1,418",0,9
B02856,MARIACHI CAR SERVICE INC,,2017,11,November,454,0,12
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2017,7,July,"4,110",0,16
B01194,440 CAR SERVICE INC.,,2017,1,January,"9,447",0,43
B02724,PRIME TIME LIMOUSINE INC.,PRIME TIME GLOBAL,2018,1,January,260,0,21
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2016,7,July,"1,681",0,41
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2015,11,November,"1,639",0,12
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2016,5,May,"12,751",0,94
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2018,4,April,86,0,6
B01311,DISCOUNT CAR SVCE,,2021,1,January,393,0,4
B01963,AFRO CAR SERVICE CORP,,2020,12,December,"3,078",0,20
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2016,10,October,5,0,4
B03021,ALBAJOSH TRANSPORT CORP,,2017,9,September,521,0,7
B02920,AMAZING CAR AND LIMO SERVICE INC,,2021,7,July,744,0,4
UBER,UBER,UBER,2015,9,September,"3,709,270",0,"25,035"
B02898,SANO CAR LLC,,2017,4,April,"2,413",0,22
B03085,A & A AMAZOON TRANSPORTATION INC.,,2021,9,September,30,0,14
B01467,NEW EXPERIENCE #1 INC,,2020,1,January,"5,077",0,45
B01200,NEW YORK APPLE CAR SERVICE INC,N Y LIMO & CAR SVCE,2021,1,January,"2,290",0,17
B02107,APOLLO RADIO DISPATCH INC.,,2015,10,October,"16,764",0,105
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2018,8,August,"9,491",0,104
B02695,SEE USA TOURS INC.,,2017,1,January,327,0,6
B03254,TEMPO TRANSPORTATION CORP.,,2021,1,January,98,0,3
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2015,11,November,524,0,23
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2017,10,October,"58,478",0,699
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2019,5,May,907,0,9
B03092,USA LIMOUSINE SERVICE CORP,VPZ EXECUTIVE LIMO,2021,4,April,794,0,9
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2017,11,November,"7,741",0,54
B00932,NATASHAS GRP CAR CORP,,2017,11,November,"3,677",0,24
B01525,NORTHSIDE BK LLC,,2016,2,February,"3,752",0,26
B00053,CHARGE AND RIDE INC,,2017,8,August,782,0,76
B02990,GO MY SEDAN LLC,,2020,3,March,532,0,16
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2017,11,November,"15,542",0,127
B02472,NEW BUSHWICK LUXURY INC.,,2020,7,July,63,0,10
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2018,3,March,77,0,5
B03038,"SOUTH BRONX TRANSPORTATION,INC.",,2020,7,July,5,0,1
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2019,4,April,"13,977",0,66
B00031,QUEENS VILLAGE INC.,,2019,3,March,705,0,6
B03022,BLACK CAR EXPRESS.COM CORP,,2019,6,June,215,0,4
B00095,LIBERTY CAR SERVICE INC.,,2015,1,January,"22,485",0,98
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2018,8,August,"1,964",0,36
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2020,8,August,652,0,23
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2016,4,April,900,0,7
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2016,3,March,"21,802",0,281
B03015,TRI-COUNTY BLACK CARS INC,,2018,1,January,"3,943",0,17
